time,site,ip,hop_num,min_rtt,avg_rtt,max_rtt
2021-04-22 03:03:12.257174+00:00,oiala.ai,96.110.37.178,7,17.064,25.364,40.122
2021-04-22 03:03:12.257336+00:00,oiala.ai,96.110.38.89,8,20.964,27.286,38.166
2021-04-22 03:03:12.257498+00:00,oiala.ai,96.110.45.185,9,22.387,29.994,41.628
2021-04-22 03:03:12.257661+00:00,oiala.ai,96.110.33.62,10,24.25,28.569,31.972
2021-04-22 03:03:12.257821+00:00,oiala.ai,50.242.151.226,11,22.746,24.491,25.69
2021-04-22 03:03:12.257978+00:00,oiala.ai,104.21.44.243,12,22.49,27.474,34.482
2021-04-22 03:21:28.323224+00:00,docs.google.com,10.0.0.1,1,2.832,3.685,4.229
2021-04-22 03:21:28.323650+00:00,docs.google.com,96.120.88.185,2,12.266,16.84,22.048
2021-04-22 03:21:28.323897+00:00,docs.google.com,96.110.177.73,3,12.447,19.094,32.29
2021-04-22 03:21:28.324076+00:00,docs.google.com,69.139.199.197,4,14.674,18.91,23.731
2021-04-22 03:21:28.324248+00:00,docs.google.com,68.86.143.93,5,13.711,15.201,16.009
2021-04-22 03:21:28.324416+00:00,docs.google.com,96.112.146.18,6,11.378,14.008,19.844
2021-04-22 03:21:28.324581+00:00,docs.google.com,74.125.37.224,7,15.329,18.64,21.827
2021-04-22 03:21:28.324745+00:00,docs.google.com,108.170.237.107,8,12.202,13.773,14.744
2021-04-22 03:21:28.324906+00:00,docs.google.com,216.58.194.206,9,11.722,15.338,26.039
2021-04-22 03:21:32.938045+00:00,stackoverflow.com,10.0.0.1,1,2.609,3.611,4.122
2021-04-22 03:21:32.938467+00:00,stackoverflow.com,96.120.88.185,2,13.91,19.694,29.281
2021-04-22 03:21:32.938715+00:00,stackoverflow.com,96.110.177.73,3,11.729,16.793,32.582
2021-04-22 03:21:32.938891+00:00,stackoverflow.com,69.139.199.197,4,14.892,21.286,28.935
2021-04-22 03:21:32.939060+00:00,stackoverflow.com,96.110.41.125,5,14.303,17.667,24.508
2021-04-22 03:21:32.939224+00:00,stackoverflow.com,96.110.41.222,6,13.919,16.373,21.703
2021-04-22 03:21:32.939384+00:00,stackoverflow.com,50.208.232.162,7,13.881,16.15,21.006
2021-04-22 03:21:32.939542+00:00,stackoverflow.com,151.101.1.69,8,11.673,14.464,21.107
2021-04-22 03:21:38.160693+00:00,calendar.google.com,10.0.0.1,1,2.715,3.476,4.495
2021-04-22 03:21:38.161101+00:00,calendar.google.com,96.120.88.185,2,11.994,18.674,29.506
2021-04-22 03:21:38.161379+00:00,calendar.google.com,96.110.177.73,3,13.515,16.465,20.839
2021-04-22 03:21:38.161555+00:00,calendar.google.com,69.139.199.197,4,13.253,20.257,31.601
2021-04-22 03:21:38.161725+00:00,calendar.google.com,68.86.143.93,5,12.77,15.319,22.497
2021-04-22 03:21:38.161890+00:00,calendar.google.com,96.112.146.22,6,12.095,12.875,13.994
2021-04-22 03:21:38.162052+00:00,calendar.google.com,108.170.226.52,7,15.539,25.147,62.151
2021-04-22 03:21:38.162214+00:00,calendar.google.com,142.250.238.167,8,12.919,15.553,19.843
2021-04-22 03:21:38.162372+00:00,calendar.google.com,142.250.72.206,9,10.922,15.009,20.958
2021-04-22 03:21:43.280750+00:00,sites.google.com,10.0.0.1,1,2.108,3.375,3.866
2021-04-22 03:21:43.281168+00:00,sites.google.com,96.120.88.185,2,12.342,16.299,20.402
2021-04-22 03:21:43.281456+00:00,sites.google.com,96.110.177.73,3,13.52,16.337,22.733
2021-04-22 03:21:43.281632+00:00,sites.google.com,69.139.199.197,4,11.701,16.036,20.934
2021-04-22 03:21:43.281801+00:00,sites.google.com,68.86.143.93,5,13.337,15.97,21.666
2021-04-22 03:21:43.281967+00:00,sites.google.com,96.112.146.22,6,14.209,16.819,23.442
2021-04-22 03:21:43.282129+00:00,sites.google.com,108.170.226.52,7,13.477,17.124,21.986
2021-04-22 03:21:43.282289+00:00,sites.google.com,108.170.236.63,8,14.125,18.867,21.391
2021-04-22 03:21:43.282447+00:00,sites.google.com,172.217.5.110,9,11.823,13.948,18.635
2021-04-22 03:22:21.251895+00:00,github.com,10.0.0.1,1,2.606,3.278,3.79
2021-04-22 03:22:21.252192+00:00,github.com,96.120.88.185,2,13.916,14.579,15.52
2021-04-22 03:22:21.252553+00:00,github.com,96.110.177.73,3,13.994,22.43,31.167
2021-04-22 03:22:21.252769+00:00,github.com,69.139.199.197,4,14.1,20.621,31.576
2021-04-22 03:22:21.252948+00:00,github.com,96.110.41.117,5,13.781,18.676,29.393
2021-04-22 03:22:21.253172+00:00,github.com,96.110.33.86,6,15.291,21.291,31.108
2021-04-22 03:22:21.253455+00:00,github.com,50.208.233.210,7,12.926,15.461,20.121
2021-04-22 03:22:21.253609+00:00,github.com,62.115.115.217,8,16.581,18.914,24.107
2021-04-22 03:22:21.253747+00:00,github.com,62.115.118.168,9,71.474,74.319,76.842
2021-04-22 03:22:21.253883+00:00,github.com,62.115.175.97,10,32.07,37.546,43.792
2021-04-22 03:22:21.254015+00:00,github.com,192.30.255.112,14,35.028,41.437,55.051
2021-04-22 03:22:27.208895+00:00,realpython.com,10.0.0.1,1,2.346,3.244,3.827
2021-04-22 03:22:27.209181+00:00,realpython.com,96.120.88.185,2,12.815,15.527,18.611
2021-04-22 03:22:27.209379+00:00,realpython.com,96.110.177.73,3,12.233,17.26,26.301
2021-04-22 03:22:27.209561+00:00,realpython.com,69.139.199.197,4,11.97,23.73,63.461
2021-04-22 03:22:27.209733+00:00,realpython.com,96.110.41.125,5,13.328,17.375,24.655
2021-04-22 03:22:27.209900+00:00,realpython.com,96.110.46.42,6,15.037,22.699,32.801
2021-04-22 03:22:27.210067+00:00,realpython.com,96.110.37.182,7,13.883,17.573,24.084
2021-04-22 03:22:27.210231+00:00,realpython.com,68.86.88.18,8,14.19,16.33,18.391
2021-04-22 03:22:27.210393+00:00,realpython.com,66.208.228.6,9,15.585,19.105,25.636
2021-04-22 03:22:27.210570+00:00,realpython.com,172.67.43.55,10,14.871,18.661,21.734
2021-04-22 03:22:36.752838+00:00,medium.com,10.0.0.1,1,2.405,3.126,3.606
2021-04-22 03:22:36.753259+00:00,medium.com,96.120.88.185,2,13.799,14.352,15.017
2021-04-22 03:22:36.753547+00:00,medium.com,96.110.177.73,3,12.707,15.446,20.706
2021-04-22 03:22:36.753723+00:00,medium.com,69.139.199.197,4,13.985,18.829,22.065
2021-04-22 03:22:36.753889+00:00,medium.com,96.110.41.113,5,14.703,24.351,30.296
2021-04-22 03:22:36.754053+00:00,medium.com,96.110.46.6,6,13.08,20.594,30.924
2021-04-22 03:22:36.754214+00:00,medium.com,96.110.37.170,7,13.349,17.559,23.071
2021-04-22 03:22:36.754373+00:00,medium.com,96.110.38.93,8,21.691,24.977,32.972
2021-04-22 03:22:36.754530+00:00,medium.com,96.110.45.185,9,22.08,27.454,33.176
2021-04-22 03:22:36.754685+00:00,medium.com,96.110.33.62,10,22.426,29.774,39.164
2021-04-22 03:22:36.754840+00:00,medium.com,50.242.151.226,11,22.584,30.516,38.237
2021-04-22 03:22:36.754995+00:00,medium.com,162.159.152.4,12,19.994,23.339,29.33
2021-04-22 03:22:40.964838+00:00,docs.python.org,10.0.0.1,1,2.939,3.428,3.813
2021-04-22 03:22:40.965255+00:00,docs.python.org,96.120.88.185,2,13.836,19.27,31.579
2021-04-22 03:22:40.965542+00:00,docs.python.org,96.110.177.73,3,13.122,15.422,19.448
2021-04-22 03:22:40.965718+00:00,docs.python.org,69.139.199.197,4,12.043,17.775,35.322
2021-04-22 03:22:40.965885+00:00,docs.python.org,96.110.41.125,5,13.158,14.72,18.387
2021-04-22 03:22:40.966048+00:00,docs.python.org,96.110.41.206,6,11.765,14.17,15.804
2021-04-22 03:22:40.966208+00:00,docs.python.org,75.149.231.94,7,15.001,22.201,37.164
2021-04-22 03:22:40.966366+00:00,docs.python.org,151.101.188.223,8,11.885,14.696,20.021
2021-04-22 03:22:59.014829+00:00,www.cplusplus.com,10.0.0.1,1,2.812,3.503,4.214
2021-04-22 03:22:59.015125+00:00,www.cplusplus.com,96.120.88.185,2,17.015,25.476,35.661
2021-04-22 03:22:59.015329+00:00,www.cplusplus.com,96.110.177.73,3,12.788,16.498,25.619
2021-04-22 03:22:59.015524+00:00,www.cplusplus.com,69.139.199.197,4,12.73,21.248,48.657
2021-04-22 03:22:59.015710+00:00,www.cplusplus.com,96.110.41.125,5,14.156,21.873,29.685
2021-04-22 03:22:59.015907+00:00,www.cplusplus.com,96.110.41.206,6,14.324,18.708,28.5
2021-04-22 03:22:59.016086+00:00,www.cplusplus.com,142.44.208.141,7,14.382,19.174,27.504
2021-04-22 03:22:59.016276+00:00,www.cplusplus.com,198.27.73.227,8,61.667,69.262,86.959
2021-04-22 03:22:59.016456+00:00,www.cplusplus.com,192.99.146.140,9,79.799,81.719,83.691
2021-04-22 03:22:59.016632+00:00,www.cplusplus.com,198.27.73.98,11,77.466,82.23,87.766
2021-04-22 03:22:59.016804+00:00,www.cplusplus.com,144.217.110.12,12,75.954,77.898,81.854
2021-04-22 03:23:05.960038+00:00,oiala.ai,10.0.0.1,1,3.411,4.019,5.123
2021-04-22 03:23:05.960468+00:00,oiala.ai,96.120.88.185,2,12.211,13.051,14.3
2021-04-22 03:23:05.960723+00:00,oiala.ai,96.110.177.73,3,12.955,16.025,22.02
2021-04-22 03:23:05.960901+00:00,oiala.ai,69.139.199.197,4,12.887,14.999,17.697
2021-04-22 03:23:05.961071+00:00,oiala.ai,96.110.41.121,5,13.262,16.305,23.006
2021-04-22 03:23:05.961236+00:00,oiala.ai,96.110.46.30,6,13.077,16.763,28.865
2021-04-22 03:23:05.961398+00:00,oiala.ai,96.110.37.178,7,14.023,19.669,26.698
2021-04-22 03:23:05.961558+00:00,oiala.ai,96.110.38.89,8,19.925,28.731,40.312
2021-04-22 03:23:05.961715+00:00,oiala.ai,96.110.45.185,9,20.251,24.06,30.022
2021-04-22 03:23:05.961873+00:00,oiala.ai,96.110.33.62,10,21.521,23.163,25.264
2021-04-22 03:23:05.962032+00:00,oiala.ai,50.242.151.226,11,21.087,21.76,23.067
2021-04-22 03:23:05.962192+00:00,oiala.ai,104.21.44.243,12,19.838,21.838,26.451
2021-04-22 03:41:29.075355+00:00,docs.google.com,10.0.0.1,1,1.416,2.711,3.736
2021-04-22 03:41:29.075641+00:00,docs.google.com,96.120.88.185,2,11.72,14.072,18.058
2021-04-22 03:41:29.075833+00:00,docs.google.com,96.110.177.73,3,11.772,15.44,20.321
2021-04-22 03:41:29.076012+00:00,docs.google.com,69.139.199.197,4,11.284,17.534,24.784
2021-04-22 03:41:29.076345+00:00,docs.google.com,68.86.143.93,5,12.749,14.786,19.588
2021-04-22 03:41:29.076573+00:00,docs.google.com,96.112.146.18,6,10.198,13.301,15.648
2021-04-22 03:41:29.076764+00:00,docs.google.com,74.125.37.224,7,11.669,15.724,29.345
2021-04-22 03:41:29.076944+00:00,docs.google.com,108.170.237.107,8,12.07,16.478,25.529
2021-04-22 03:41:29.077212+00:00,docs.google.com,216.58.194.206,9,10.82,15.444,22.98
2021-04-22 03:41:33.805034+00:00,stackoverflow.com,10.0.0.1,1,1.966,2.582,3.098
2021-04-22 03:41:33.805386+00:00,stackoverflow.com,96.120.88.185,2,11.303,13.591,16.945
2021-04-22 03:41:33.805585+00:00,stackoverflow.com,96.110.177.73,3,11.781,15.022,22.139
2021-04-22 03:41:33.805803+00:00,stackoverflow.com,69.139.199.197,4,11.539,19.25,32.859
2021-04-22 03:41:33.806044+00:00,stackoverflow.com,96.110.41.125,5,11.875,15.563,19.741
2021-04-22 03:41:33.806207+00:00,stackoverflow.com,96.110.41.222,6,12.189,13.158,15.734
2021-04-22 03:41:33.806354+00:00,stackoverflow.com,50.208.232.162,7,11.386,13.721,16.781
2021-04-22 03:41:33.806495+00:00,stackoverflow.com,151.101.1.69,8,12.647,13.44,15.688
2021-04-22 03:41:39.298087+00:00,calendar.google.com,10.0.0.1,1,2.504,3.095,3.836
2021-04-22 03:41:39.298286+00:00,calendar.google.com,96.120.88.185,2,11.742,13.73,15.605
2021-04-22 03:41:39.298414+00:00,calendar.google.com,96.110.177.73,3,13.585,17.816,21.216
2021-04-22 03:41:39.298534+00:00,calendar.google.com,69.139.199.197,4,11.733,16.938,29.887
2021-04-22 03:41:39.298648+00:00,calendar.google.com,68.86.143.93,5,12.933,14.702,17.046
2021-04-22 03:41:39.298761+00:00,calendar.google.com,96.112.146.22,6,10.331,11.996,13.916
2021-04-22 03:41:39.298874+00:00,calendar.google.com,108.170.226.52,7,11.901,25.121,67.539
2021-04-22 03:41:39.298986+00:00,calendar.google.com,209.85.252.251,8,12.243,13.926,17.117
2021-04-22 03:41:39.299098+00:00,calendar.google.com,172.217.164.110,9,10.826,13.89,19.768
2021-04-22 03:41:44.804039+00:00,sites.google.com,10.0.0.1,1,2.034,2.445,3.099
2021-04-22 03:41:44.804267+00:00,sites.google.com,96.120.88.185,2,10.889,14.053,20.52
2021-04-22 03:41:44.804421+00:00,sites.google.com,96.110.177.73,3,11.339,13.426,15.425
2021-04-22 03:41:44.804564+00:00,sites.google.com,69.139.199.197,4,12.86,24.111,52.11
2021-04-22 03:41:44.804703+00:00,sites.google.com,68.86.143.93,5,13.598,15.653,18.589
2021-04-22 03:41:44.804837+00:00,sites.google.com,96.112.146.22,6,12.592,16.343,20.048
2021-04-22 03:41:44.804970+00:00,sites.google.com,108.170.226.52,7,13.229,19.421,38.478
2021-04-22 03:41:44.805100+00:00,sites.google.com,108.170.236.63,8,11.851,20.391,38.457
2021-04-22 03:41:44.805214+00:00,sites.google.com,172.217.5.110,9,10.938,12.346,14.075
2021-04-22 03:42:27.103760+00:00,github.com,10.0.0.1,1,1.88,2.621,3.821
2021-04-22 03:42:27.104045+00:00,github.com,96.120.88.185,2,10.398,12.077,14.011
2021-04-22 03:42:27.104237+00:00,github.com,96.110.177.73,3,10.803,12.65,15.399
2021-04-22 03:42:27.104418+00:00,github.com,69.139.199.197,4,10.848,21.987,56.799
2021-04-22 03:42:27.104588+00:00,github.com,96.110.41.125,5,11.343,16.343,23.619
2021-04-22 03:42:27.104754+00:00,github.com,96.110.33.94,6,12.31,15.657,20.031
2021-04-22 03:42:27.104918+00:00,github.com,50.208.233.210,7,13.78,17.186,18.899
2021-04-22 03:42:27.105080+00:00,github.com,62.115.115.217,8,13.462,32.41,49.923
2021-04-22 03:42:27.105240+00:00,github.com,62.115.118.168,9,66.403,69.948,75.09
2021-04-22 03:42:27.105403+00:00,github.com,62.115.175.97,10,32.76,36.533,42.511
2021-04-22 03:42:27.105566+00:00,github.com,192.30.255.113,14,33.048,36.472,43.676
2021-04-22 03:42:33.116912+00:00,realpython.com,10.0.0.1,1,1.982,2.9,3.842
2021-04-22 03:42:33.117189+00:00,realpython.com,96.120.88.185,2,11.503,13.722,19.054
2021-04-22 03:42:33.117386+00:00,realpython.com,96.110.177.73,3,11.135,11.541,12.582
2021-04-22 03:42:33.117565+00:00,realpython.com,69.139.199.197,4,11.146,15.524,28.749
2021-04-22 03:42:33.117736+00:00,realpython.com,96.110.41.125,5,12.577,16.43,22.479
2021-04-22 03:42:33.117906+00:00,realpython.com,96.110.46.42,6,9.792,12.353,15.978
2021-04-22 03:42:33.118071+00:00,realpython.com,96.110.37.182,7,12.872,18.871,25.194
2021-04-22 03:42:33.118233+00:00,realpython.com,68.86.88.18,8,12.173,14.216,16.317
2021-04-22 03:42:33.118396+00:00,realpython.com,66.208.228.6,9,12.98,16.253,25.177
2021-04-22 03:42:33.118524+00:00,realpython.com,172.67.43.55,10,13.205,14.387,16.542
2021-04-22 03:42:42.739762+00:00,medium.com,10.0.0.1,1,1.524,2.504,3.91
2021-04-22 03:42:42.740182+00:00,medium.com,96.120.88.185,2,11.026,13.197,15.11
2021-04-22 03:42:42.740480+00:00,medium.com,96.110.177.73,3,13.422,15.066,19.562
2021-04-22 03:42:42.740659+00:00,medium.com,69.139.199.197,4,11.125,12.323,14.905
2021-04-22 03:42:42.740834+00:00,medium.com,96.110.41.121,5,12.054,14.69,21.126
2021-04-22 03:42:42.741003+00:00,medium.com,96.110.46.30,6,10.487,14.612,17.003
2021-04-22 03:42:42.741171+00:00,medium.com,96.110.37.174,7,14.878,19.786,29.599
2021-04-22 03:42:42.741336+00:00,medium.com,96.110.38.89,8,20.407,22.126,23.651
2021-04-22 03:42:42.741500+00:00,medium.com,96.110.45.169,9,21.086,25.142,30.27
2021-04-22 03:42:42.741662+00:00,medium.com,96.110.33.54,10,19.145,20.831,22.703
2021-04-22 03:42:42.741974+00:00,medium.com,50.242.151.226,11,21.519,27.582,41.032
2021-04-22 03:42:42.742194+00:00,medium.com,162.159.153.4,12,19.522,22.365,27.941
2021-04-22 03:42:48.760708+00:00,docs.python.org,10.0.0.1,1,1.958,2.651,3.585
2021-04-22 03:42:48.760916+00:00,docs.python.org,96.120.88.185,2,10.303,14.41,19.005
2021-04-22 03:42:48.761087+00:00,docs.python.org,96.110.177.73,3,12.186,13.891,16.1
2021-04-22 03:42:48.761265+00:00,docs.python.org,69.139.199.197,4,11.388,13.272,15.716
2021-04-22 03:42:48.761435+00:00,docs.python.org,96.110.41.125,5,13.163,15.491,18.486
2021-04-22 03:42:48.761603+00:00,docs.python.org,96.110.46.42,6,13.055,16.215,18.789
2021-04-22 03:42:48.761767+00:00,docs.python.org,96.110.37.174,7,14.08,16.926,20.726
2021-04-22 03:42:48.761929+00:00,docs.python.org,96.110.32.254,8,13.569,19.352,24.417
2021-04-22 03:42:48.762092+00:00,docs.python.org,173.167.57.86,9,12.772,15.849,17.699
2021-04-22 03:42:48.762255+00:00,docs.python.org,151.101.40.223,10,10.802,14.558,19.233
2021-04-22 03:43:07.012363+00:00,www.cplusplus.com,10.0.0.1,1,2.14,2.631,3.108
2021-04-22 03:43:07.012627+00:00,www.cplusplus.com,96.120.88.185,2,11.465,13.868,17.289
2021-04-22 03:43:07.012821+00:00,www.cplusplus.com,96.110.177.73,3,10.819,15.003,20.8
2021-04-22 03:43:07.013006+00:00,www.cplusplus.com,69.139.199.197,4,11.149,17.558,24.011
2021-04-22 03:43:07.013181+00:00,www.cplusplus.com,96.110.41.125,5,10.887,15.262,22.094
2021-04-22 03:43:07.013352+00:00,www.cplusplus.com,96.110.41.206,6,11.0,12.401,13.318
2021-04-22 03:43:07.013522+00:00,www.cplusplus.com,142.44.208.141,7,10.324,13.827,18.519
2021-04-22 03:43:07.013688+00:00,www.cplusplus.com,198.27.73.227,8,59.45,66.736,82.787
2021-04-22 03:43:07.013851+00:00,www.cplusplus.com,192.99.146.140,9,77.616,78.657,79.595
2021-04-22 03:43:07.014014+00:00,www.cplusplus.com,198.27.73.98,11,78.26,80.338,83.778
2021-04-22 03:43:07.014178+00:00,www.cplusplus.com,144.217.110.12,12,76.957,79.492,81.425
2021-04-22 03:43:17.140296+00:00,oiala.ai,10.0.0.1,1,1.913,2.385,2.999
2021-04-22 03:43:17.140501+00:00,oiala.ai,96.120.88.185,2,11.003,15.361,22.541
2021-04-22 03:43:17.140635+00:00,oiala.ai,96.110.177.73,3,10.057,12.771,17.553
2021-04-22 03:43:17.140759+00:00,oiala.ai,69.139.199.197,4,14.999,18.562,22.425
2021-04-22 03:43:17.140878+00:00,oiala.ai,96.110.41.125,5,11.55,15.514,22.915
2021-04-22 03:43:17.140994+00:00,oiala.ai,96.110.46.42,6,12.458,16.647,22.681
2021-04-22 03:43:17.141110+00:00,oiala.ai,96.110.37.170,7,12.765,15.572,18.28
2021-04-22 03:43:17.141222+00:00,oiala.ai,68.86.88.18,8,13.99,16.702,21.219
2021-04-22 03:43:17.141335+00:00,oiala.ai,66.208.228.6,9,17.557,31.042,58.0
2021-04-22 03:43:17.141448+00:00,oiala.ai,172.67.205.123,10,11.888,16.038,19.944
2021-04-22 04:01:53.071821+00:00,docs.google.com,10.0.0.1,1,1.918,2.584,3.801
2021-04-22 04:01:53.072035+00:00,docs.google.com,96.120.88.185,2,13.409,18.95,36.786
2021-04-22 04:01:53.072165+00:00,docs.google.com,96.110.177.73,3,11.613,16.428,28.077
2021-04-22 04:01:53.072287+00:00,docs.google.com,69.139.199.197,4,19.467,23.201,32.416
2021-04-22 04:01:53.072404+00:00,docs.google.com,68.86.143.93,5,15.129,21.955,28.797
2021-04-22 04:01:53.072517+00:00,docs.google.com,96.112.146.18,6,12.818,18.666,28.251
2021-04-22 04:01:53.072627+00:00,docs.google.com,74.125.37.224,7,13.228,17.464,19.519
2021-04-22 04:01:53.072736+00:00,docs.google.com,108.170.237.107,8,16.383,23.074,29.242
2021-04-22 04:01:53.072844+00:00,docs.google.com,216.58.194.206,9,13.232,15.822,21.135
2021-04-22 04:01:59.964266+00:00,stackoverflow.com,10.0.0.1,1,1.763,4.239,6.175
2021-04-22 04:01:59.964497+00:00,stackoverflow.com,96.120.88.185,2,13.127,23.109,39.211
2021-04-22 04:01:59.964650+00:00,stackoverflow.com,96.110.177.73,3,13.594,15.802,19.884
2021-04-22 04:01:59.964790+00:00,stackoverflow.com,69.139.199.197,4,15.267,27.362,47.536
2021-04-22 04:01:59.964926+00:00,stackoverflow.com,96.110.41.125,5,15.341,23.252,31.835
2021-04-22 04:01:59.965098+00:00,stackoverflow.com,96.110.41.222,6,12.84,18.199,21.763
2021-04-22 04:01:59.965263+00:00,stackoverflow.com,50.208.232.162,7,14.482,14.923,15.614
2021-04-22 04:01:59.965426+00:00,stackoverflow.com,151.101.1.69,8,12.836,17.0,21.324
2021-04-22 04:02:09.557256+00:00,calendar.google.com,10.0.0.1,1,1.896,3.105,4.3
2021-04-22 04:02:09.557465+00:00,calendar.google.com,96.120.88.185,2,14.743,19.282,32.561
2021-04-22 04:02:09.557594+00:00,calendar.google.com,96.110.177.73,3,14.889,16.817,21.772
2021-04-22 04:02:09.557713+00:00,calendar.google.com,69.139.199.197,4,16.389,19.008,25.855
2021-04-22 04:02:09.557826+00:00,calendar.google.com,68.86.143.93,5,17.123,20.494,24.23
2021-04-22 04:02:09.557938+00:00,calendar.google.com,96.112.146.22,6,14.274,18.617,25.851
2021-04-22 04:02:09.558047+00:00,calendar.google.com,108.170.226.52,7,17.703,24.607,37.256
2021-04-22 04:02:09.558155+00:00,calendar.google.com,108.170.236.63,8,13.514,18.491,26.86
2021-04-22 04:02:09.558263+00:00,calendar.google.com,172.217.5.110,9,16.773,23.263,31.665
2021-04-22 04:02:15.321531+00:00,sites.google.com,10.0.0.1,1,2.233,3.143,5.294
2021-04-22 04:02:15.321818+00:00,sites.google.com,96.120.88.185,2,15.266,35.542,81.001
2021-04-22 04:02:15.322013+00:00,sites.google.com,96.110.177.73,3,13.884,26.804,41.701
2021-04-22 04:02:15.322191+00:00,sites.google.com,69.139.199.197,4,13.222,30.617,54.811
2021-04-22 04:02:15.322361+00:00,sites.google.com,68.86.143.93,5,13.236,18.023,23.756
2021-04-22 04:02:15.322528+00:00,sites.google.com,96.112.146.18,6,12.827,20.833,30.335
2021-04-22 04:02:15.322690+00:00,sites.google.com,72.14.239.204,7,13.986,15.545,17.042
2021-04-22 04:02:15.322850+00:00,sites.google.com,108.170.237.21,8,14.256,15.843,20.774
2021-04-22 04:02:15.323011+00:00,sites.google.com,216.58.194.174,9,10.449,12.347,14.47
2021-04-22 04:02:55.491568+00:00,github.com,10.0.0.1,1,1.473,2.704,4.629
2021-04-22 04:02:55.491867+00:00,github.com,96.120.88.185,2,13.948,15.96,18.486
2021-04-22 04:02:55.492163+00:00,github.com,96.110.177.73,3,13.227,16.783,21.028
2021-04-22 04:02:55.492389+00:00,github.com,69.139.199.197,4,14.191,15.144,16.036
2021-04-22 04:02:55.492556+00:00,github.com,96.110.41.125,5,14.877,16.681,18.268
2021-04-22 04:02:55.492720+00:00,github.com,96.110.33.94,6,15.643,21.457,31.103
2021-04-22 04:02:55.492882+00:00,github.com,50.208.233.210,7,13.585,17.152,23.119
2021-04-22 04:02:55.493043+00:00,github.com,62.115.115.217,8,16.442,19.481,25.57
2021-04-22 04:02:55.493202+00:00,github.com,62.115.118.168,9,33.882,38.046,43.252
2021-04-22 04:02:55.493363+00:00,github.com,62.115.175.97,10,34.006,41.678,52.612
2021-04-22 04:02:55.493524+00:00,github.com,192.30.255.113,14,33.205,35.322,39.731
2021-04-22 04:03:05.654016+00:00,realpython.com,10.0.0.1,1,1.481,2.69,4.106
2021-04-22 04:03:05.654225+00:00,realpython.com,96.120.88.185,2,13.162,18.495,35.225
2021-04-22 04:03:05.654355+00:00,realpython.com,96.110.177.73,3,12.54,14.992,17.527
2021-04-22 04:03:05.654475+00:00,realpython.com,69.139.199.197,4,12.478,16.249,19.151
2021-04-22 04:03:05.654590+00:00,realpython.com,96.110.41.125,5,14.18,22.327,32.337
2021-04-22 04:03:05.654702+00:00,realpython.com,96.110.46.42,6,13.818,14.614,15.757
2021-04-22 04:03:05.654813+00:00,realpython.com,96.110.37.170,7,12.75,15.963,19.009
2021-04-22 04:03:05.654923+00:00,realpython.com,68.86.88.18,8,15.207,19.056,25.967
2021-04-22 04:03:05.655031+00:00,realpython.com,66.208.228.6,9,16.368,18.342,23.27
2021-04-22 04:03:05.655139+00:00,realpython.com,104.22.17.171,10,12.131,15.544,19.903
2021-04-22 04:03:13.312587+00:00,medium.com,10.0.0.1,1,1.96,3.13,6.116
2021-04-22 04:03:13.313133+00:00,medium.com,96.120.88.185,2,13.316,17.337,28.799
2021-04-22 04:03:13.313433+00:00,medium.com,96.110.177.73,3,10.718,14.072,19.848
2021-04-22 04:03:13.313624+00:00,medium.com,69.139.199.197,4,12.959,14.825,17.388
2021-04-22 04:03:13.313804+00:00,medium.com,96.110.41.121,5,14.043,15.615,18.213
2021-04-22 04:03:13.313979+00:00,medium.com,96.110.46.30,6,14.456,23.841,36.743
2021-04-22 04:03:13.314150+00:00,medium.com,96.110.37.174,7,15.058,18.631,24.362
2021-04-22 04:03:13.314317+00:00,medium.com,96.110.38.89,8,20.468,23.588,26.387
2021-04-22 04:03:13.314481+00:00,medium.com,96.110.45.169,9,23.204,29.271,35.218
2021-04-22 04:03:13.314644+00:00,medium.com,96.110.33.54,10,21.99,25.85,30.851
2021-04-22 04:03:13.314811+00:00,medium.com,50.242.151.226,11,22.321,24.528,31.477
2021-04-22 04:03:13.314972+00:00,medium.com,162.159.153.4,12,19.623,21.226,23.002
2021-04-22 04:03:18.261158+00:00,docs.python.org,10.0.0.1,1,3.519,3.783,4.54
2021-04-22 04:03:18.261678+00:00,docs.python.org,96.120.88.185,2,14.118,18.31,21.287
2021-04-22 04:03:18.261938+00:00,docs.python.org,96.110.177.73,3,14.803,19.955,31.423
2021-04-22 04:03:18.262116+00:00,docs.python.org,69.139.199.197,4,12.665,17.936,28.024
2021-04-22 04:03:18.262289+00:00,docs.python.org,96.110.41.125,5,14.934,21.514,26.117
2021-04-22 04:03:18.262630+00:00,docs.python.org,96.110.41.206,6,14.023,18.488,27.409
2021-04-22 04:03:18.262849+00:00,docs.python.org,75.149.231.94,7,13.311,17.467,27.125
2021-04-22 04:03:18.263036+00:00,docs.python.org,151.101.188.223,8,15.167,18.192,20.539
2021-04-22 04:03:40.571579+00:00,www.cplusplus.com,10.0.0.1,1,2.062,2.241,2.423
2021-04-22 04:03:40.571783+00:00,www.cplusplus.com,96.120.88.185,2,14.463,16.404,22.171
2021-04-22 04:03:40.571912+00:00,www.cplusplus.com,96.110.177.73,3,15.55,22.814,30.66
2021-04-22 04:03:40.572033+00:00,www.cplusplus.com,69.139.199.197,4,14.977,24.789,44.743
2021-04-22 04:03:40.572149+00:00,www.cplusplus.com,96.110.41.125,5,13.78,16.414,23.082
